id,plant_id,step_number,step_title,step_description,step_image_url,additional_tips,created_at,updated_at,instruction_category_id
411,77,2,Planting Orchid Seeds,"Start orchid seeds in a sterile, well-draining seed-starting mix. Maintain high humidity and consistent warmth to encourage germination.",https://res.cloudinary.com/dxrz0cg5z/image/upload/v1718906691/be-agriculture/okm2kx4ea8hg2mh9wdur.png,-,2024-06-20 18:04:55.053,2024-06-20 18:04:55.053,2
412,77,3,Orchid Plant Care,"Water orchids thoroughly once a week, allowing excess water to drain completely.Maintain high humidity levels around orchids through regular misting or a humidity tray.Use a balanced orchid fertilizer monthly during active growth phases to support flowering.",https://res.cloudinary.com/dxrz0cg5z/image/upload/v1718906692/be-agriculture/hc35tjxrhxjjvv5ixzwc.png,-,2024-06-20 18:04:55.053,2024-06-20 18:04:55.053,3
413,77,4,Harvesting Orchids,Harvest orchid blooms by cutting the flower stems close to the base. Use the blooms for decorative purposes.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1718906693/be-agriculture/frazn6qntljzea9wxfrg.png,-,2024-06-20 18:04:55.053,2024-06-20 18:04:55.053,4
418,166,1,tes,tes,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1718954818/be-agriculture/ay3vtjeho7eheiulkna5.png,-,2024-06-21 07:26:59.625,2024-06-21 07:26:59.625,1
460,108,1,...,..,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719030229/be-agriculture/vllqzsjaeazryywypxln.jpg,-,2024-06-22 04:23:50.437,2024-06-22 04:23:50.437,1
483,65,1,Preparing the Soil,Prepare well-draining soil rich in organic matter. Add compost and mix thoroughly to a depth of 20 cm.  ,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124043/be-agriculture/lcksuuigmwsapo6c7rx6.png,-,2024-06-23 06:27:27.724,2024-06-23 06:27:27.724,1
484,65,2,Planting Strawberry Runners,Plant strawberry runners in early spring or late summer. Ensure roots are spread out and covered with soil.  ,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124044/be-agriculture/cxwcmncklvmm9vyf0vyy.png,-,2024-06-23 06:27:27.724,2024-06-23 06:27:27.724,2
485,65,3,Strawberry Plant Care,Water regularly to keep soil evenly moist.  Use a balanced fertilizer high in phosphorus before flowering.  Mulch around plants to retain moisture and suppress weeds.  ,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124044/be-agriculture/zawlodry1hhwjequ0jrg.png,-,2024-06-23 06:27:27.724,2024-06-23 06:27:27.724,3
486,65,4,Harvesting Strawberries,Harvest ripe strawberries by gently twisting them off the stem. Pick in the morning for the best flavor.  ,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124045/be-agriculture/w0hwyoqooj3giog612hp.png,-,2024-06-23 06:27:27.724,2024-06-23 06:27:27.724,4
487,69,1,Preparing the Soil,Use well-draining soil rich in organic matter. Incorporate compost and bone meal for nutrients.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124098/be-agriculture/asduusvihqpxpecenptj.png,-,2024-06-23 06:28:20.703,2024-06-23 06:28:20.703,1
488,69,2,Planting Rose Cuttings,Plant rose cuttings in prepared soil. Ensure the node is below soil level for rooting.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124098/be-agriculture/qytf4l1a3kvejhtwmp7c.png,-,2024-06-23 06:28:20.703,2024-06-23 06:28:20.703,2
489,69,3,Rose Care,Water deeply to saturate the roots. Avoid overhead watering.Use a balanced rose fertilizer during the growing season.Prune in late winter to early spring for shape and remove dead wood.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124099/be-agriculture/v8i0a4tqtdv4g8bf4k6t.png,-,2024-06-23 06:28:20.703,2024-06-23 06:28:20.703,3
490,69,4,Harvesting Roses,Harvest roses as blooms open fully. Cut stems at a diagonal for longer vase life.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124099/be-agriculture/euhds0iqap4bfyhhreq4.png,-,2024-06-23 06:28:20.703,2024-06-23 06:28:20.703,4
491,75,1,Preparing the Soil,Use fertile soil with good drainage. Incorporate compost to improve soil fertility.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124435/be-agriculture/ki7acp54ewma9en8casu.png,-,2024-06-23 06:33:58.506,2024-06-23 06:33:58.506,1
492,75,2,Planting Cucumber Seeds,Directly sow cucumber seeds in a sunny location after the danger of frost has passed. Plant seeds 1 cm deep and space them 30 cm apart.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124436/be-agriculture/nz4qbxqp6xn3ce8guwyo.png,-,2024-06-23 06:33:58.506,2024-06-23 06:33:58.506,2
493,75,3,Cucumber Plant Care,Water the plants regularly to maintain soil moisture.Apply nitrogen-rich fertilizer every 3-4 weeks during the growing season.Trim unnecessary branches to stimulate plant growth.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124436/be-agriculture/yzyzta4ckznuy3ffo07h.png,-,2024-06-23 06:33:58.506,2024-06-23 06:33:58.506,3
494,75,4,Harvesting Cucumbers,Harvest cucumbers when they reach the desired size by cutting the stem below the fruit.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124437/be-agriculture/cymvn9blsu1eqsdmum26.png,-,2024-06-23 06:33:58.506,2024-06-23 06:33:58.506,4
495,76,1,Preparating the Soil,Use well-draining soil with a pH between 6.0 and 7.5. Incorporate organic matter like compost for nutrients.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124553/be-agriculture/t1dn0p3qp3hxzafftiyd.png,-,2024-06-23 06:35:56.707,2024-06-23 06:35:56.707,1
496,76,2,Planting Geranium Seeds,"Start geranium seeds indoors 10-12 weeks before the last frost date. Sow seeds in a seed-starting mix, lightly covering them with soil.",https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124553/be-agriculture/m6y9gv8copljenw8sioj.png,-,2024-06-23 06:35:56.707,2024-06-23 06:35:56.707,2
497,76,3,Geranium Plant Care,"Water geraniums deeply once a week, allowing the soil to dry slightly between watering.Apply a balanced fertilizer every 4-6 weeks during the growing season to promote continuous flowering.Remove spent blooms regularly to encourage new flower production.",https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124554/be-agriculture/xuxugcfgqgwkrtibka3s.png,-,2024-06-23 06:35:56.707,2024-06-23 06:35:56.707,3
498,76,4,Geranium Harvest,Harvest geranium blooms as needed by cutting the stems just above a pair of leaves. Use the harvested flowers in arrangements or as decorative accents.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124555/be-agriculture/b7q5zh5k1anozpwgvht9.png,-,2024-06-23 06:35:56.707,2024-06-23 06:35:56.707,4
499,78,1,Preparation the Soil,Plant lemon trees in well-draining soil enriched with organic matter. Ensure soil pH is slightly acidic to neutral.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124651/be-agriculture/vrdwdkica6kdr9u9fcre.png,-,2024-06-23 06:37:35.608,2024-06-23 06:37:35.608,1
500,78,2,Planting Lemon Tree from Seed, Start lemon trees from seeds indoors or directly in the ground. Plant seeds 1 inch deep in moist soil and keep them warm until germination.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124652/be-agriculture/tfuew9gxi81irfrfkqks.png,-,2024-06-23 06:37:35.608,2024-06-23 06:37:35.608,2
501,78,3,Lemon Tree Care,"Water deeply but infrequently, allowing the top 2 inches of soil to dry out between waterings.Apply a balanced citrus fertilizer every 6-8 weeks during the growing season to promote healthy growth and fruit production.Prune lemon trees in late winter to early spring to remove dead or diseased branches and promote air circulation.",https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124653/be-agriculture/be2opjahsmf51qd5y0i8.png,-,2024-06-23 06:37:35.608,2024-06-23 06:37:35.608,3
502,78,4,Harvesting Lemons,Harvest lemons when they are fully yellow and firm. Cut or twist fruits from the tree carefully to avoid damaging the branches.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719124654/be-agriculture/tll4o19y0cykdleeklpl.png,-,2024-06-23 06:37:35.608,2024-06-23 06:37:35.608,4
503,79,1,Preparating the Soil,Plant mango trees in well-draining soil enriched with organic matter. Ensure soil pH is slightly acidic to neutral.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719125091/be-agriculture/jqnotqlp0k9mv7enqulx.png,-,2024-06-23 06:44:54.907,2024-06-23 06:44:54.907,1
504,79,2,Planting Mango Tree ,Choose a sunny location with protection from strong winds. Dig a hole twice as wide as the root ball and plant at the same level as in the nursery pot.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719125092/be-agriculture/u9jpoechvzwh4nkkohs3.png,-,2024-06-23 06:44:54.907,2024-06-23 06:44:54.907,2
505,79,3,Mango Tree Care,"Water deeply but infrequently, allowing the top 2 inches of soil to dry out between waterings.Apply a balanced fertilizer formulated for fruit trees every 6-8 weeks during the growing season to promote healthy growth and fruit production.Prune mango trees in late winter to early spring to remove dead or diseased branches and promote air circulation.",https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719125092/be-agriculture/xxokejrqda9fs4zmel2z.png,-,2024-06-23 06:44:54.907,2024-06-23 06:44:54.907,3
506,79,4,Harvesting Mangoes,Harvest mangoes when they are fully ripe and have developed their characteristic color and aroma. Use a pole picker or hand pick them carefully to avoid damaging the fruit or tree.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719125093/be-agriculture/khpkwskvrjfaznxlnlcc.png,-,2024-06-23 06:44:54.907,2024-06-23 06:44:54.907,4
507,81,1,gk tau,biarkan tumbuh secara alami,,-,2024-06-23 06:48:58.805,2024-06-23 06:48:58.805,2
509,85,1,Cara Merawat,Biarkan terkena matahari sepanjang hari dan berikan air secukupnya,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719125832/be-agriculture/gicyh9xuk8it2fu2qkqp.jpg,-,2024-06-23 06:57:13.241,2024-06-23 06:57:13.241,3
510,87,1,menanam alang alang,How to care for Alang-Alang,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719125912/be-agriculture/jwpva5pv06v7rxjgbncx.jpg,-,2024-06-23 06:58:33.212,2024-06-23 06:58:33.212,3
511,93,1,Preparing the Soil,Use well-draining soil with sand or gravel for added drainage.  ,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719126312/be-agriculture/gfn0loauenjnewq58uhr.png,-,2024-06-23 07:05:15.109,2024-06-23 07:05:15.109,1
512,93,2,Planting Rosemary Cuttings,Plant rosemary cuttings in a sunny location with well-draining soil. Keep soil consistently moist until roots establish.  ,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719126312/be-agriculture/hx5algqlcd9hpmsl8eei.png,-,2024-06-23 07:05:15.109,2024-06-23 07:05:15.109,2
513,93,3,Rosemary Plant Care,"Water sparingly once established, allowing soil to dry out between waterings.  Prune lightly to maintain shape and promote new growth.",https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719126313/be-agriculture/qsj0xvhzgfwfzk1hhrea.png,-,2024-06-23 07:05:15.109,2024-06-23 07:05:15.109,3
514,93,4,Harvesting Rosemary,Harvest sprigs as needed throughout the year. Cut stems just above a leaf node.  ,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719126314/be-agriculture/kjdykhcmyli5n2ol5sw6.png,-,2024-06-23 07:05:15.109,2024-06-23 07:05:15.109,4
515,134,1,Soil Preparation,Ensure that the soil is well-draining and rich in organic matter.Remove any weeds or debris from the planting area.Incorporate compost or aged manure into the soil to improve fertility.Test the soil pH and make adjustments if necessary to ensure it is within the optimal range for durian cultivation.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719126486/be-agriculture/ncbk3ken44m3v2bueehu.jpg,-,2024-06-23 07:08:08.703,2024-06-23 07:08:08.703,1
519,172,1,Instruction 1,Description of Instruction 1,,-,2024-06-23 16:21:07.336,2024-06-23 16:21:07.336,1
520,172,2,Instruction 2,Description of Instruction 2,,-,2024-06-23 16:21:07.336,2024-06-23 16:21:07.336,2
541,64,1,Preparing the Garden Bed,Use well-draining soil with a neutral pH. Mix in compost to enrich the soil.  ,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719196776/be-agriculture/s4nifsweprsbdyqxdg2e.png,-,2024-06-24 02:39:41.400,2024-06-24 02:39:41.400,1
542,64,2,Sowing Basil Seeds,Direct sow basil seeds outdoors after the last frost or start seeds indoors 4 weeks before the last frost.  ,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719196777/be-agriculture/df3hhmyj40ryguy9ib05.png,-,2024-06-24 02:39:41.400,2024-06-24 02:39:41.400,2
543,64,3,Basil Plant Maintenance,"Keep the soil consistently moist, but not waterlogged.  Use a liquid fertilizer every 2-3 weeks.  ",https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719196778/be-agriculture/kjgy65jjwq7ukx0ugwuc.png,-,2024-06-24 02:39:41.400,2024-06-24 02:39:41.400,3
544,64,4,Harvesting Basil,"Pinch off leaves as needed, starting from the top of the plant to encourage bushy growth.  ",https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719196778/be-agriculture/dhlgotdqunotpadyckgc.png,-,2024-06-24 02:39:41.400,2024-06-24 02:39:41.400,4
552,80,1,Preparating the Soil,Plant Aloe Vera in well-draining sandy or cactus mix soil to prevent waterlogging.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719410938/be-agriculture/z4dozo7wd5961qvsppg1.png,-,2024-06-26 14:09:03.975,2024-06-26 14:09:03.975,1
553,80,2,Planting seed Aloe Vera,Start Aloe Vera from seeds indoors or directly in the ground. Plant seeds 1/4 inch deep in a well-draining soil mix.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719410939/be-agriculture/q7et1jnwx1tx9bajjaqm.png,-,2024-06-26 14:09:03.975,2024-06-26 14:09:03.975,2
554,80,3,Aloe Vera Care,"Water Aloe Vera deeply but infrequently, allowing the soil to dry out completely between waterings.Use a diluted succulent fertilizer monthly during the growing season to support healthy leaf growth.Repot Aloe Vera every 2-3 years to refresh the soil and accommodate new growth.",https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719410940/be-agriculture/svdkg6daqi0s220n8kef.png,-,2024-06-26 14:09:03.975,2024-06-26 14:09:03.975,3
555,80,4,Harvesting Aloe Vera,Harvest mature leaves as needed by cutting them close to the base of the plant. Use a sharp knife to avoid damaging the plant.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719410941/be-agriculture/wkexqn3bwjc69fdxgtdk.png,-,2024-06-26 14:09:03.975,2024-06-26 14:09:03.975,4
557,61,1,Apaya,enaknya apa,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719448865/be-agriculture/ftv2myyx8siisd1aawct.jpg,-,2024-06-27 00:41:08.765,2024-06-27 00:41:08.765,3
558,178,1,Instruction 1,Description of Instruction 1,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719471546/be-agriculture/tdmegqqeyjbemcfgtt7s.png,-,2024-06-27 06:59:07.474,2024-06-27 06:59:07.474,1
559,178,2,Instruction 2,Description of Instruction 2,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719471546/be-agriculture/jq4y5lxpafbo1mfjtrfm.png,-,2024-06-27 06:59:07.474,2024-06-27 06:59:07.474,2
560,179,1,Instruction 1,Description of Instruction 1,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719472073/be-agriculture/s0khsz4hk0d8rfknjfce.png,-,2024-06-27 07:07:55.147,2024-06-27 07:07:55.147,1
561,179,2,Instruction 2,Description of Instruction 2,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719472074/be-agriculture/wn8a17lvchvftkhh6fws.png,-,2024-06-27 07:07:55.147,2024-06-27 07:07:55.147,2
567,63,1,Preparing the Bed,Ensure the soil is well-draining and slightly alkaline. Amend with sand or gravel if needed.  ,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719492679/be-agriculture/cyadujytbv5wqc85x6lr.png,-,2024-06-27 12:51:25.349,2024-06-27 12:51:25.349,1
568,63,2,Planting Lavender Seeds, Sow lavender seeds indoors 8-10 weeks before the last frost. Transplant seedlings to a sunny spot with good air circulation.  ,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719492680/be-agriculture/htfnjtbbwsxdipyu3zfv.png,-,2024-06-27 12:51:25.349,2024-06-27 12:51:25.349,2
569,63,3,Caring for Lavender Plants,Water sparingly as lavender prefers dry conditions.  Prune back in the spring to encourage bushy growth and more flowers.  ,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719492681/be-agriculture/rofqsl9fj1xp5rofueas.png,-,2024-06-27 12:51:25.349,2024-06-27 12:51:25.349,3
570,63,4,Harvesting Lavender,Harvest lavender flowers just as the buds open. Cut stems early in the morning after the dew has dried. ,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719492683/be-agriculture/m5h0chwxtkbgm86qhpx3.png,-,2024-06-27 12:51:25.349,2024-06-27 12:51:25.349,4
