id,title,body,user_id,is_read,created_at,updated_at,plant_id
79,Customize Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Lavender - Lamiaceae",14,1,2024-06-22 17:00:00.335,2024-06-22 20:46:17.799,63
80,Customize Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Lavender - Lamiaceae",14,1,2024-06-22 21:00:00.130,2024-06-23 08:48:56.652,63
81,Watering Reminder,"Hiii dumy akun, It's time to water your plant: Cucumber - Cucurbitaceae",28,0,2024-06-23 00:00:00.122,2024-06-23 00:00:00.122,75
82,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Durian-Malvaceae",14,1,2024-06-23 00:00:00.144,2024-06-23 17:57:27.239,134
83,Customize Watering Reminder,"Hiii testing, It's time to water your plant: Lavender - Lamiaceae",33,1,2024-06-23 00:00:00.152,2024-06-23 06:40:01.432,63
84,Watering Reminder,"Hiii testing, It's time to water your plant: Durian-Malvaceae",33,1,2024-06-23 00:00:00.228,2024-06-23 09:58:21.880,134
85,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Cucumber - Cucurbitaceae",14,1,2024-06-23 00:00:00.246,2024-06-23 18:18:43.559,75
86,Watering Reminder,"Hiii dumy akun, It's time to water your plant: Cucumber - Cucurbitaceae",28,0,2024-06-23 00:00:00.308,2024-06-23 00:00:00.308,75
87,Watering Reminder,"Hiii testing, It's time to water your plant: Cucumber - Cucurbitaceae",33,1,2024-06-23 00:00:00.330,2024-06-23 09:58:47.873,75
88,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Orchid - Orchidaceae",14,0,2024-06-23 00:00:00.474,2024-06-23 00:00:00.474,77
89,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Cucumber - Cucurbitaceae",14,0,2024-06-23 00:00:00.482,2024-06-23 00:00:00.482,75
90,Watering Reminder,"Hiii dumy akun, It's time to water your plant: Orchid - Orchidaceae",28,0,2024-06-23 00:00:00.533,2024-06-23 00:00:00.533,77
91,Watering Reminder,"Hiii testing, It's time to water your plant: Cucumber - Cucurbitaceae",33,1,2024-06-23 00:00:00.617,2024-06-23 11:29:40.988,75
92,Watering Reminder,"Hiii zidan, It's time to water your plant: Orchid - Orchidaceae",37,0,2024-06-23 00:00:00.712,2024-06-23 00:00:00.712,77
93,Watering Reminder,"Hiii testing, It's time to water your plant: Orchid - Orchidaceae",33,1,2024-06-23 00:00:00.823,2024-06-23 11:30:03.476,77
94,Watering Reminder,"Hiii Octaviano Ryan Eka Putra Hartanto, It's time to water your plant: Orchid - Orchidaceae",3,1,2024-06-23 00:00:00.921,2024-06-23 02:40:04.525,77
95,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Aloe Vera - Xanthorrhoeaceae",14,0,2024-06-23 00:00:01.008,2024-06-23 00:00:01.008,80
96,Watering Reminder,"Hiii zidan, It's time to water your plant: Aloe Vera - Xanthorrhoeaceae",37,0,2024-06-23 00:00:01.099,2024-06-23 00:00:01.099,80
97,Watering Reminder,"Hiii testing, It's time to water your plant: Aloe Vera - Xanthorrhoeaceae",33,1,2024-06-23 00:00:01.225,2024-06-23 11:33:49.727,80
98,Watering Reminder,"Hiii Abraham Ismail, It's time to water your plant: Aloe Vera - Xanthorrhoeaceae",38,1,2024-06-23 00:00:01.321,2024-06-26 13:43:57.617,80
99,Watering Reminder,"Hiii testing, It's time to water your plant: Rosemary - Lamiaceae",33,1,2024-06-23 00:00:01.396,2024-06-23 11:35:25.210,93
100,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Rosemary - Lamiaceae",14,0,2024-06-23 00:00:01.467,2024-06-23 00:00:01.467,93
101,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Aloe Vera - Xanthorrhoeaceae",14,0,2024-06-23 00:00:01.543,2024-06-23 00:00:01.543,80
102,Watering Reminder,"Hiii zidan, It's time to water your plant: Aloe Vera - Xanthorrhoeaceae",37,0,2024-06-23 00:00:01.620,2024-06-23 00:00:01.620,80
103,Watering Reminder,"Hiii testing, It's time to water your plant: Aloe Vera - Xanthorrhoeaceae",33,1,2024-06-23 00:00:01.703,2024-06-23 11:35:32.676,80
104,Watering Reminder,"Hiii Abraham Ismail, It's time to water your plant: Aloe Vera - Xanthorrhoeaceae",38,1,2024-06-23 00:00:01.798,2024-06-26 13:43:57.290,80
105,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Orchid - Orchidaceae",14,0,2024-06-23 00:00:01.900,2024-06-23 00:00:01.900,77
106,Watering Reminder,"Hiii dumy akun, It's time to water your plant: Orchid - Orchidaceae",28,0,2024-06-23 00:00:01.984,2024-06-23 00:00:01.984,77
107,Watering Reminder,"Hiii zidan, It's time to water your plant: Orchid - Orchidaceae",37,0,2024-06-23 00:00:02.062,2024-06-23 00:00:02.062,77
108,Watering Reminder,"Hiii testing, It's time to water your plant: Orchid - Orchidaceae",33,1,2024-06-23 00:00:02.138,2024-06-23 11:35:39.378,77
109,Watering Reminder,"Hiii Octaviano Ryan Eka Putra Hartanto, It's time to water your plant: Orchid - Orchidaceae",3,1,2024-06-23 00:00:02.197,2024-06-23 02:39:42.039,77
110,Customize Watering Reminder,"Hiii Octaviano Ryan Eka Putra Hartanto, It's time to water your plant: Carrot-Daucus",3,1,2024-06-23 05:00:00.124,2024-06-23 06:59:12.727,108
111,Customize Watering Reminder,"Hiii Octaviano Ryan Eka Putra Hartanto, It's time to water your plant: Carrot-Daucus",3,1,2024-06-23 05:00:00.235,2024-06-23 07:01:02.519,108
112,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Chili-Capsicum ",14,0,2024-06-23 05:00:00.232,2024-06-23 05:00:00.232,86
114,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Chili-Capsicum ",14,0,2024-06-23 05:00:00.266,2024-06-23 05:00:00.266,86
116,Watering Reminder,"Hiii testing, It's time to water your plant: Chili-Capsicum ",33,1,2024-06-23 05:00:00.347,2024-06-23 11:35:45.829,86
117,Watering Reminder,"Hiii Abraham Ismail, It's time to water your plant: Chili-Capsicum ",38,1,2024-06-23 05:00:00.463,2024-06-26 13:43:56.932,86
118,Watering Reminder,"Hiii testing, It's time to water your plant: Chili-Capsicum ",33,1,2024-06-23 05:00:00.454,2024-06-23 11:35:51.792,86
119,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Chili-Capsicum ",14,0,2024-06-23 05:00:00.587,2024-06-23 05:00:00.587,86
120,Watering Reminder,"Hiii testing, It's time to water your plant: Chili-Capsicum ",33,1,2024-06-23 05:00:00.677,2024-06-23 11:35:56.834,86
121,Watering Reminder,"Hiii Abraham Ismail, It's time to water your plant: Chili-Capsicum ",38,1,2024-06-23 05:00:00.744,2024-06-26 13:43:56.596,86
122,Watering Reminder,"Hiii Abraham Ismail, It's time to water your plant: Chili-Capsicum ",38,1,2024-06-23 05:00:00.798,2024-06-26 13:43:56.332,86
123,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Chili-Capsicum ",14,0,2024-06-23 05:00:00.951,2024-06-23 05:00:00.951,86
124,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Carrot-Daucus",14,1,2024-06-23 05:00:01.019,2024-06-23 13:01:38.778,108
125,Watering Reminder,"Hiii testing, It's time to water your plant: Chili-Capsicum ",33,1,2024-06-23 05:00:01.060,2024-06-23 11:36:02.732,86
126,Watering Reminder,"Hiii testing, It's time to water your plant: Carrot-Daucus",33,1,2024-06-23 05:00:01.133,2024-06-23 11:36:08.100,108
127,Watering Reminder,"Hiii Abraham Ismail, It's time to water your plant: Chili-Capsicum ",38,1,2024-06-23 05:00:01.166,2024-06-26 13:43:56.068,86
128,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Carrot-Daucus",14,1,2024-06-23 05:00:01.272,2024-06-23 13:01:29.879,108
129,Watering Reminder,"Hiii testing, It's time to water your plant: Carrot-Daucus",33,1,2024-06-23 05:00:01.415,2024-06-23 11:36:14.821,108
130,Customize Watering Reminder,"Hiii Octaviano Ryan Eka Putra Hartanto, It's time to water your plant: Carrot-Daucus",3,1,2024-06-23 07:00:00.147,2024-06-23 09:26:39.907,108
131,Customize Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: alang alang-Poaceae",14,1,2024-06-23 08:00:00.139,2024-06-23 08:49:20.024,85
132,Customize Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: alang alang-Poaceae",14,1,2024-06-23 08:00:00.162,2024-06-23 08:49:10.777,85
133,Customize Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: alang alang-Poaceae",14,1,2024-06-23 09:00:00.129,2024-06-23 09:25:56.307,85
134,Customize Watering Reminder,"Hiii Octaviano Ryan Eka Putra Hartanto, It's time to water your plant: Carrot-Daucus",3,1,2024-06-23 10:00:00.118,2024-06-23 14:47:27.998,108
135,Customize Watering Reminder,"Hiii testing, It's time to water your plant: Carrot-Daucus",33,1,2024-06-23 10:00:00.221,2024-06-23 11:36:19.624,108
156,Customize Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Lavender - Lamiaceae",14,1,2024-06-23 15:00:00.114,2024-06-23 17:17:59.461,63
157,Watering Reminder,"Hiii dumy akun, It's time to water your plant: Basil - Lamiaceae",28,0,2024-06-23 15:00:00.139,2024-06-23 15:00:00.139,64
158,Watering Reminder,"Hiii testing, It's time to water your plant: Basil - Lamiaceae",33,1,2024-06-23 15:00:00.270,2024-06-24 02:48:48.549,64
159,Watering Reminder,"Hiii Octaviano Ryan Eka Putra Hartanto, It's time to water your plant: Basil - Lamiaceae",3,1,2024-06-23 15:00:00.424,2024-06-23 18:16:17.902,64
160,Watering Reminder,"Hiii dumy akun, It's time to water your plant: Basil - Lamiaceae",27,0,2024-06-23 15:00:00.521,2024-06-23 15:00:00.521,64
161,Watering Reminder,"Hiii developer, It's time to water your plant: Basil - Lamiaceae",21,0,2024-06-23 15:00:00.658,2024-06-23 15:00:00.658,64
162,Watering Reminder,"Hiii dumy akun, It's time to water your plant: Basil - Lamiaceae",28,0,2024-06-23 15:00:00.824,2024-06-23 15:00:00.824,64
163,Watering Reminder,"Hiii testing, It's time to water your plant: Basil - Lamiaceae",33,0,2024-06-23 15:00:00.942,2024-06-23 15:00:00.942,64
164,Watering Reminder,"Hiii Octaviano Ryan Eka Putra Hartanto, It's time to water your plant: Basil - Lamiaceae",3,1,2024-06-23 15:00:01.042,2024-06-23 18:16:23.473,64
165,Watering Reminder,"Hiii dumy akun, It's time to water your plant: Basil - Lamiaceae",27,0,2024-06-23 15:00:01.133,2024-06-23 15:00:01.133,64
166,Watering Reminder,"Hiii developer, It's time to water your plant: Basil - Lamiaceae",21,0,2024-06-23 15:00:01.231,2024-06-23 15:00:01.231,64
167,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Alang alang-Imperata cylindrica",14,0,2024-06-23 18:00:00.134,2024-06-23 18:00:00.134,81
168,Watering Reminder,"Hiii testing, It's time to water your plant: Alang alang-Imperata cylindrica",33,0,2024-06-23 18:00:00.223,2024-06-23 18:00:00.223,81
169,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: alang alang-Poaceae",14,0,2024-06-23 18:00:00.337,2024-06-23 18:00:00.337,85
170,Watering Reminder,"Hiii testing, It's time to water your plant: alang alang-Poaceae",33,0,2024-06-23 18:00:00.400,2024-06-23 18:00:00.400,85
171,Watering Reminder,"Hiii Octaviano Ryan Eka Putra Hartanto, It's time to water your plant: alang alang-Poaceae",3,1,2024-06-23 18:00:00.491,2024-06-25 06:23:02.328,85
172,Watering Reminder,"Hiii alden, It's time to water your plant: Alang Alang - Imperata cylindrica",36,0,2024-06-23 18:00:00.556,2024-06-23 18:00:00.556,87
173,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Alang Alang - Imperata cylindrica",14,1,2024-06-23 18:00:00.640,2024-06-23 18:12:30.395,87
174,Watering Reminder,"Hiii testing, It's time to water your plant: Alang Alang - Imperata cylindrica",33,0,2024-06-23 18:00:00.707,2024-06-23 18:00:00.707,87
175,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Alang alang-Imperata cylindrica",14,1,2024-06-23 18:00:00.842,2024-06-23 18:12:23.696,81
176,Watering Reminder,"Hiii testing, It's time to water your plant: Alang alang-Imperata cylindrica",33,0,2024-06-23 18:00:00.905,2024-06-23 18:00:00.905,81
177,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: alang alang-Poaceae",14,1,2024-06-23 18:00:00.994,2024-06-23 18:12:21.197,85
178,Watering Reminder,"Hiii testing, It's time to water your plant: alang alang-Poaceae",33,0,2024-06-23 18:00:01.058,2024-06-23 18:00:01.058,85
179,Watering Reminder,"Hiii Octaviano Ryan Eka Putra Hartanto, It's time to water your plant: alang alang-Poaceae",3,1,2024-06-23 18:00:01.134,2024-06-27 05:55:55.108,85
180,Watering Reminder,"Hiii alden, It's time to water your plant: Alang Alang - Imperata cylindrica",36,0,2024-06-23 18:00:01.199,2024-06-23 18:00:01.199,87
181,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Alang Alang - Imperata cylindrica",14,1,2024-06-23 18:00:01.275,2024-06-23 18:12:17.565,87
182,Watering Reminder,"Hiii testing, It's time to water your plant: Alang Alang - Imperata cylindrica",33,0,2024-06-23 18:00:01.342,2024-06-23 18:00:01.342,87
183,Customize Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Alang Alang - Imperata cylindrica",14,0,2024-06-23 19:00:00.106,2024-06-23 19:00:00.106,87
184,Watering Reminder,"Hiii testing, It's time to water your plant: Durian-Malvaceae",33,0,2024-06-24 00:00:00.084,2024-06-24 00:00:00.084,134
185,Watering Reminder,"Hiii developer, It's time to water your plant: Durian-Malvaceae",21,0,2024-06-24 00:00:00.158,2024-06-24 00:00:00.158,134
186,Watering Reminder,"Hiii dumy akun, It's time to water your plant: Cucumber - Cucurbitaceae",28,0,2024-06-24 00:00:00.267,2024-06-24 00:00:00.267,75
187,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Cucumber - Cucurbitaceae",14,0,2024-06-24 00:00:00.449,2024-06-24 00:00:00.449,75
188,Watering Reminder,"Hiii testing, It's time to water your plant: Cucumber - Cucurbitaceae",33,0,2024-06-24 00:00:00.523,2024-06-24 00:00:00.523,75
189,Watering Reminder,"Hiii Rizky Flutter, It's time to water your plant: Cucumber - Cucurbitaceae",41,1,2024-06-24 00:00:00.604,2024-06-24 01:47:58.460,75
190,Watering Reminder,"Hiii dumy akun, It's time to water your plant: Cucumber - Cucurbitaceae",28,0,2024-06-24 00:00:00.712,2024-06-24 00:00:00.712,75
191,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Cucumber - Cucurbitaceae",14,1,2024-06-24 00:00:00.784,2024-06-24 02:20:42.034,75
192,Watering Reminder,"Hiii testing, It's time to water your plant: Cucumber - Cucurbitaceae",33,0,2024-06-24 00:00:00.842,2024-06-24 00:00:00.842,75
193,Watering Reminder,"Hiii Rizky Flutter, It's time to water your plant: Cucumber - Cucurbitaceae",41,1,2024-06-24 00:00:00.959,2024-06-24 01:06:33.570,75
194,Watering Reminder,"Hiii testing, It's time to water your plant: Durian-Malvaceae",33,0,2024-06-24 00:00:01.020,2024-06-24 00:00:01.020,134
195,Watering Reminder,"Hiii developer, It's time to water your plant: Durian-Malvaceae",21,0,2024-06-24 00:00:01.091,2024-06-24 00:00:01.091,134
197,Customize Watering Reminder,"Hiii Rizky Flutter, It's time to water your plant: Cucumber - Cucurbitaceae",41,0,2024-06-24 03:00:00.140,2024-06-24 03:00:00.140,75
199,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Chili-Capsicum ",14,0,2024-06-24 05:00:00.127,2024-06-24 05:00:00.127,86
200,Watering Reminder,"Hiii testing, It's time to water your plant: Chili-Capsicum ",33,0,2024-06-24 05:00:00.234,2024-06-24 05:00:00.234,86
201,Watering Reminder,"Hiii Abraham Ismail, It's time to water your plant: Chili-Capsicum ",38,1,2024-06-24 05:00:00.464,2024-06-26 13:43:55.185,86
202,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Chili-Capsicum ",14,1,2024-06-24 05:00:00.646,2024-06-26 13:53:04.455,86
203,Watering Reminder,"Hiii testing, It's time to water your plant: Chili-Capsicum ",33,0,2024-06-24 05:00:00.804,2024-06-24 05:00:00.804,86
204,Watering Reminder,"Hiii Abraham Ismail, It's time to water your plant: Chili-Capsicum ",38,1,2024-06-24 05:00:00.883,2024-06-26 13:43:54.856,86
205,Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Carrot-Daucus",14,1,2024-06-24 05:00:00.986,2024-06-24 05:46:15.977,108
206,Watering Reminder,"Hiii testing, It's time to water your plant: Carrot-Daucus",33,0,2024-06-24 05:00:01.144,2024-06-24 05:00:01.144,108
207,Watering Reminder,"Hiii Rizky Flutter, It's time to water your plant: Carrot-Daucus",41,1,2024-06-24 05:00:01.306,2024-06-24 07:32:31.075,108
208,Customize Watering Reminder,"Hiii Rizky Flutter, It's time to water your plant: Carrot-Daucus",41,0,2024-06-24 09:00:00.190,2024-06-24 09:00:00.190,108
210,Watering Reminder,"Hiii dumy akun, It's time to water your plant: Lavender - Lamiaceae update",28,0,2024-06-26 14:00:00.157,2024-06-26 14:00:00.157,63
211,Customize Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Carrot-Daucus",14,0,2024-06-26 14:00:00.188,2024-06-26 14:00:00.188,108
212,Watering Reminder,"Hiii zidan, It's time to water your plant: Lavender - Lamiaceae update",37,0,2024-06-26 14:00:00.248,2024-06-26 14:00:00.248,63
213,Watering Reminder,"Hiii testing, It's time to water your plant: Lavender - Lamiaceae update",33,0,2024-06-26 14:00:00.394,2024-06-26 14:00:00.394,63
214,Customize Watering Reminder,"Hiii Dafa Aldian, It's time to water your plant: Chili-Capsicum ",14,0,2024-06-26 14:00:00.418,2024-06-26 14:00:00.418,86
215,Watering Reminder,"Hiii Abraham Ismail, It's time to water your plant: Lavender - Lamiaceae update",38,0,2024-06-26 14:00:00.504,2024-06-26 14:00:00.504,63
216,Watering Reminder,"Hiii annisa, It's time to water your plant: Lavender - Lamiaceae update",17,0,2024-06-26 14:00:00.587,2024-06-26 14:00:00.587,63
217,Watering Reminder,"Hiii Rizky Flutter, It's time to water your plant: Lavender - Lamiaceae update",41,0,2024-06-26 14:00:00.673,2024-06-26 14:00:00.673,63
218,Watering Reminder,"Hiii Hikmah Mufida MS, It's time to water your plant: Lavender - Lamiaceae update",43,0,2024-06-26 14:00:00.792,2024-06-26 14:00:00.792,63
219,Watering Reminder,"Hiii dumy akun, It's time to water your plant: Lavender - Lamiaceae update",28,0,2024-06-26 14:00:00.887,2024-06-26 14:00:00.887,63
220,Watering Reminder,"Hiii zidan, It's time to water your plant: Lavender - Lamiaceae update",37,0,2024-06-26 14:00:01.159,2024-06-26 14:00:01.159,63
221,Watering Reminder,"Hiii testing, It's time to water your plant: Lavender - Lamiaceae update",33,0,2024-06-26 14:00:01.334,2024-06-26 14:00:01.334,63
222,Watering Reminder,"Hiii Abraham Ismail, It's time to water your plant: Lavender - Lamiaceae update",38,0,2024-06-26 14:00:01.454,2024-06-26 14:00:01.454,63
223,Watering Reminder,"Hiii annisa, It's time to water your plant: Lavender - Lamiaceae update",17,0,2024-06-26 14:00:01.580,2024-06-26 14:00:01.580,63
224,Watering Reminder,"Hiii Rizky Flutter, It's time to water your plant: Lavender - Lamiaceae update",41,0,2024-06-26 14:00:01.736,2024-06-26 14:00:01.736,63
225,Watering Reminder,"Hiii Hikmah Mufida MS, It's time to water your plant: Lavender - Lamiaceae update",43,0,2024-06-26 14:00:01.831,2024-06-26 14:00:01.831,63
226,Watering Reminder,"Hiii dumy akun, It's time to water your plant: Lavender - Lamiaceae update",28,0,2024-06-26 14:00:01.935,2024-06-26 14:00:01.935,63
227,Watering Reminder,"Hiii zidan, It's time to water your plant: Lavender - Lamiaceae update",37,0,2024-06-26 14:00:02.043,2024-06-26 14:00:02.043,63
228,Watering Reminder,"Hiii testing, It's time to water your plant: Lavender - Lamiaceae update",33,0,2024-06-26 14:00:02.537,2024-06-26 14:00:02.537,63
229,Watering Reminder,"Hiii Abraham Ismail, It's time to water your plant: Lavender - Lamiaceae update",38,0,2024-06-26 14:00:02.676,2024-06-26 14:00:02.676,63
230,Watering Reminder,"Hiii annisa, It's time to water your plant: Lavender - Lamiaceae update",17,0,2024-06-26 14:00:02.800,2024-06-26 14:00:02.800,63
231,Watering Reminder,"Hiii Rizky Flutter, It's time to water your plant: Lavender - Lamiaceae update",41,0,2024-06-26 14:00:02.924,2024-06-26 14:00:02.924,63
232,Watering Reminder,"Hiii Hikmah Mufida MS, It's time to water your plant: Lavender - Lamiaceae update",43,0,2024-06-26 14:00:03.026,2024-06-26 14:00:03.026,63
