id,plant_id,question,answer,created_at,updated_at
98,67,<p>When is the best time to harvest sunflower seeds for eating?</p>,<p>Wait until the back of the sunflower head turns yellow and seeds are plump and firm.</p>,2024-06-18 04:58:57.702,2024-06-18 04:58:57.702
99,67,<p>How to deter birds from eating sunflower seeds?</p>,<p>Cover sunflower heads with fine mesh netting as seeds mature.</p>,2024-06-18 04:58:57.702,2024-06-18 04:58:57.702
100,68,<p>Recommendation for fertilizer types and amounts based on user preference and plant type?</p>,<p>Apply a nitrogen-rich fertilizer every 4-6 weeks during the growing season to promote vigorous growth and strong aroma in peppermint.</p>,2024-06-18 05:14:53.014,2024-06-18 05:14:53.014
101,68,<p>Recommendation for safe pest control to address plant pest issues?</p>,<p>Use organic insecticides or neem oil to control pests like aphids and spider mites on peppermint.</p>,2024-06-18 05:14:53.014,2024-06-18 05:14:53.014
102,68,<p>What are common pests and diseases of peppermint?</p>,<p>Look out for aphids and spider mites. Use insecticidal soap or neem oil to control pests.</p>,2024-06-18 05:14:53.014,2024-06-18 05:14:53.014
103,68,<p>How to prevent peppermint from spreading uncontrollably?</p>,<p>Plant peppermint in containers or bury barriers around the plant to prevent rhizome spread.</p>,2024-06-18 05:14:53.014,2024-06-18 05:14:53.014
104,69,<p>Recommendation for fertilizer types and amounts based on user preference and plant type?</p>,<p>Apply a rose-specific fertilizer with balanced nutrients and additional micronutrients to promote healthy blooms and foliage in roses.</p>,2024-06-18 05:33:37.917,2024-06-18 05:33:37.917
105,69,<p>Recommendation for safe pest control to address plant pest issues?</p>,<p>Use organic sprays like insecticidal soap or horticultural oil to control pests such as aphids and mites on rose plants.</p>,2024-06-18 05:33:37.917,2024-06-18 05:33:37.917
106,69,<p>How to prevent black spot on roses?</p>,<p>Ensure good air circulation around plants. Apply fungicidal spray early in the season.</p>,2024-06-18 05:33:37.917,2024-06-18 05:33:37.917
107,75,<p>What type of fertilizer is recommended for cucumber plants?</p>,<p>Use nitrogen-rich fertilizer to promote healthy vegetative growth in cucumber plants.</p>,2024-06-18 06:04:39.375,2024-06-18 06:04:39.375
108,75,<p>Recommendation for fertilizer types and amounts based on user preference and plant type?</p>,<p>Use a balanced fertilizer with higher nitrogen content to support vigorous vine growth and fruit development in cucumbers.</p>,2024-06-18 06:04:39.375,2024-06-18 06:04:39.375
109,75,<p>Recommendation for safe pest control to address plant pest issues?</p>,<p>Use floating row covers to protect cucumbers from pests like cucumber beetles or apply diatomaceous earth as a natural pest deterrent.</p>,2024-06-18 06:04:39.375,2024-06-18 06:04:39.375
110,75,<p>How to deal with pests on cucumber plants?</p>,<p>What type of fertilizer is recommended for cucumber plants?</p>,2024-06-18 06:04:39.375,2024-06-18 06:04:39.375
111,76,<p>What are the recommendations for fertilizer types and amounts based on user preference and plant type?</p>,"<p>Apply a balanced, water-soluble fertilizer every 4-6 weeks during the growing season.</p>",2024-06-18 08:00:50.598,2024-06-18 08:00:50.598
112,76,<p>What are the recommendations for safe pest control to address pest issues?</p>,<p>Use organic insecticidal soap or neem oil to manage common pests like aphids and spider mites.</p>,2024-06-18 08:00:50.598,2024-06-18 08:00:50.598
113,76,<p>What are common diseases that affect geraniums?</p>,<p>Watch for diseases like powdery mildew; ensure good air circulation and avoid overhead watering.</p>,2024-06-18 08:00:50.598,2024-06-18 08:00:50.598
114,76,<p>How do I propagate geraniums effectively?</p>,<p>Propagate geraniums from stem cuttings in early summer or by division of mature plants.</p>,2024-06-18 08:00:50.598,2024-06-18 08:00:50.598
115,77,<p>How do I ensure my orchids thrive in low-humidity environments?</p>,"<p>Use a humidity tray or room humidifier, and mist the orchids regularly to maintain adequate humidity.</p>",2024-06-18 08:18:24.765,2024-06-18 08:18:24.765
116,77,<p>What are the recommendations for fertilizer types and amounts based on user preference and plant type?</p>,"<p>Use a balanced orchid fertilizer every 2 weeks during active growth, reducing to monthly during dormancy.</p>",2024-06-18 08:18:24.765,2024-06-18 08:18:24.765
117,77,<p>What are the recommendations for safe pest control to address pest issues?</p>,<p>Use insecticidal soap or rubbing alcohol on a cotton swab to treat pests like mealybugs and scale.</p>,2024-06-18 08:18:24.765,2024-06-18 08:18:24.765
118,77,<p>Can orchids be grown indoors successfully?</p>,"<p>Yes, orchids thrive indoors with bright, indirect light and consistent care. Monitor humidity levels and air circulation.</p>",2024-06-18 08:18:24.765,2024-06-18 08:18:24.765
119,77,<p>&nbsp;How do I encourage orchids to bloom more frequently?</p>,"<p>Ensure orchids receive proper light, temperature, and humidity conditions. Use a bloom booster fertilizer during the flowering season.</p>",2024-06-18 08:18:24.765,2024-06-18 08:18:24.765
120,78,<p>What are the recommendations for fertilizer types and amounts based on user preference and plant type?</p>,<p>Apply a citrus-specific fertilizer every 6 weeks from spring through fall.</p>,2024-06-18 08:35:56.737,2024-06-18 08:35:56.737
121,78,<p>What are the recommendations for safe pest control to address pest issues?</p>,"<p>Use horticultural oil or neem oil to control pests like aphids, scale, and spider mites.</p>",2024-06-18 08:35:56.737,2024-06-18 08:35:56.737
122,78,<p>When is the best time to prune lemon trees for fruit production?</p>,<p>Prune lemon trees lightly after harvesting fruit and more significantly in late winter before new growth begins.</p>,2024-06-18 08:35:56.737,2024-06-18 08:35:56.737
123,78,<p>How do I protect lemon trees from pests and diseases?</p>,<p>Monitor for pests like aphids and scale insects; treat with neem oil or insecticidal soap as needed.</p>,2024-06-18 08:35:56.737,2024-06-18 08:35:56.737
124,79,<p>What are the recommendations for fertilizer types and amounts based on user preference and plant type?</p>,"<p>Use a balanced fertilizer with a 6-6-6 or 8-3-9 ratio, applying it three times a year (spring, summer, and fall).</p>",2024-06-18 09:05:40.900,2024-06-18 09:05:40.900
125,79,<p>What are the recommendations for safe pest control to address pest issues?</p>,<p>Use neem oil or insecticidal soap to manage pests like aphids and mealybugs.</p>,2024-06-18 09:05:40.900,2024-06-18 09:05:40.900
126,79,<p>When is the best time to prune mango trees for fruit production?</p>,<p>Prune mango trees lightly after harvesting fruit and more significantly in late winter before new growth begins.</p>,2024-06-18 09:05:40.900,2024-06-18 09:05:40.900
127,79,<p>How do I protect mango trees from pests and diseases?</p>,<p>Monitor for pests like mango leafhoppers and mango scale; treat with neem oil or insecticidal soap as needed.</p>,2024-06-18 09:05:40.900,2024-06-18 09:05:40.900
128,80,<p>What are the recommendations for fertilizer types and amounts based on user preference and plant type?</p>,"<p>Apply a diluted, balanced liquid fertilizer once a month during the growing season.</p>",2024-06-18 09:17:12.628,2024-06-18 09:17:12.628
129,80,<p>What are the recommendations for safe pest control to address pest issues?</p>,<p>Use a mild insecticidal soap or neem oil for pests like aphids and mealybugs.</p>,2024-06-18 09:17:12.628,2024-06-18 09:17:12.628
130,80,<p>How do I propagate Aloe Vera?</p>,<p>Propagate Aloe Vera by separating offsets (pups) from the mother plant or by leaf cuttings placed in soil or water until roots develop.</p>,2024-06-18 09:17:12.628,2024-06-18 09:17:12.628
131,80,<p>Can Aloe Vera tolerate low light conditions?</p>,"<p>&nbsp;Aloe Vera prefers bright light but can tolerate some shade. However, it may not thrive in low light environments.</p>",2024-06-18 09:17:12.628,2024-06-18 09:17:12.628
132,81,<p>bagaimana cara alang alang tumbuh</p>,<p>yntkts</p>,2024-06-18 10:23:26.436,2024-06-18 10:23:26.436
133,85,<p>Bagaimana cara alang alang dapat tumbuh tanpa dirawat</p>,<p>alang alang merupakan tanaman liar dan dapat bertahan dengan air yang sedikit</p>,2024-06-18 12:00:40.759,2024-06-18 12:00:40.759
134,86,<p>idk</p>,<p>idk</p>,2024-06-18 12:06:51.921,2024-06-18 12:06:51.921
135,87,<p>How to care for alang-alang</p>,"<p>&nbsp;While it is drought-resistant once established, regular watering helps promote healthy growth, especially during dry spells.</p>",2024-06-18 12:16:46.136,2024-06-18 12:16:46.136
