id,plant_id,step_number,step_title,step_description,step_image_url,additional_tips,created_at,updated_at,instruction_category_id
387,80,3,Aloe Vera Care,"Water Aloe Vera deeply but infrequently, allowing the soil to dry out completely between waterings.Use a diluted succulent fertilizer monthly during the growing season to support healthy leaf growth.Repot Aloe Vera every 2-3 years to refresh the soil and accommodate new growth.",https://res.cloudinary.com/dxrz0cg5z/image/upload/v1718871175/be-agriculture/tzkrvmrf3eybcraj8zzz.png,-,2024-06-20 08:12:58.047,2024-06-20 08:12:58.047,3
388,80,4,Harvesting Aloe Vera,Harvest mature leaves as needed by cutting them close to the base of the plant. Use a sharp knife to avoid damaging the plant.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1718871176/be-agriculture/is3u2ennx0no549sggc7.png,-,2024-06-20 08:12:58.047,2024-06-20 08:12:58.047,4
389,86,1,Preparing the Soil,Use fertile soil with good drainage. Incorporate compost to improve soil fertility.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1718871431/be-agriculture/ec0ownu3kzvhamk2mxlm.jpg,-,2024-06-20 08:17:12.036,2024-06-20 08:17:12.036,1
391,65,1,Preparing the Soil,Prepare well-draining soil rich in organic matter. Add compost and mix thoroughly to a depth of 20 cm.  ,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1718876166/be-agriculture/ipiqqv6nbh6muqrhnevn.png,-,2024-06-20 09:36:10.429,2024-06-20 09:36:10.429,1
392,65,2,Planting Strawberry Runners,Plant strawberry runners in early spring or late summer. Ensure roots are spread out and covered with soil.  ,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1718876167/be-agriculture/oq5uknuqurfar2bvx0np.png,-,2024-06-20 09:36:10.429,2024-06-20 09:36:10.429,2
393,65,3,Strawberry Plant Care,Water regularly to keep soil evenly moist.  Use a balanced fertilizer high in phosphorus before flowering.  Mulch around plants to retain moisture and suppress weeds.  ,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1718876167/be-agriculture/aeczoiobbneciul5pupr.png,-,2024-06-20 09:36:10.429,2024-06-20 09:36:10.429,3
394,65,4,Harvesting Strawberries,Harvest ripe strawberries by gently twisting them off the stem. Pick in the morning for the best flavor.  ,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1718876168/be-agriculture/zzcb6mtpn7z4bazlhvm6.png,-,2024-06-20 09:36:10.429,2024-06-20 09:36:10.429,4
406,165,1,Preparing the Soil,"Plant cacti in well-draining soil, such as a cactus mix or sandy soil with perlite.",https://res.cloudinary.com/dxrz0cg5z/image/upload/v1718905103/be-agriculture/c2rwgp9xregxs2fesroc.png,-,2024-06-20 17:38:27.218,2024-06-20 17:38:27.218,1
407,165,2,Planting Seeds,"Choose a sunny location with good air circulation. Plant cactus seeds in well-draining soil mix, barely covering them with a light layer of soil.",https://res.cloudinary.com/dxrz0cg5z/image/upload/v1718905104/be-agriculture/t0jskiogihuquzqyygzs.png,-,2024-06-20 17:38:27.218,2024-06-20 17:38:27.218,2
408,165,3,Cactus Care,"Water sparingly, allowing the soil to dry out completely between waterings.Use a diluted cactus fertilizer once or twice during the growing season.",https://res.cloudinary.com/dxrz0cg5z/image/upload/v1718905105/be-agriculture/pf7ikq9izvnwkz7ch1sr.png,-,2024-06-20 17:38:27.218,2024-06-20 17:38:27.218,3
409,165,4,Harvesting Fruit, Harvest cactus fruits or flowers when they are fully developed and vibrant.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1718905105/be-agriculture/slmv03ia8xepovsqydkd.png,-,2024-06-20 17:38:27.218,2024-06-20 17:38:27.218,4
410,77,1,Preparating the Soil, Plant orchids in a well-draining orchid mix or bark chips to mimic their natural epiphytic growing conditions.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1718906690/be-agriculture/lla5eepeol70oaqzxepc.png,-,2024-06-20 18:04:55.053,2024-06-20 18:04:55.053,1
411,77,2,Planting Orchid Seeds,"Start orchid seeds in a sterile, well-draining seed-starting mix. Maintain high humidity and consistent warmth to encourage germination.",https://res.cloudinary.com/dxrz0cg5z/image/upload/v1718906691/be-agriculture/okm2kx4ea8hg2mh9wdur.png,-,2024-06-20 18:04:55.053,2024-06-20 18:04:55.053,2
412,77,3,Orchid Plant Care,"Water orchids thoroughly once a week, allowing excess water to drain completely.Maintain high humidity levels around orchids through regular misting or a humidity tray.Use a balanced orchid fertilizer monthly during active growth phases to support flowering.",https://res.cloudinary.com/dxrz0cg5z/image/upload/v1718906692/be-agriculture/hc35tjxrhxjjvv5ixzwc.png,-,2024-06-20 18:04:55.053,2024-06-20 18:04:55.053,3
413,77,4,Harvesting Orchids,Harvest orchid blooms by cutting the flower stems close to the base. Use the blooms for decorative purposes.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1718906693/be-agriculture/frazn6qntljzea9wxfrg.png,-,2024-06-20 18:04:55.053,2024-06-20 18:04:55.053,4
418,166,1,tes,tes,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1718954818/be-agriculture/ay3vtjeho7eheiulkna5.png,-,2024-06-21 07:26:59.625,2024-06-21 07:26:59.625,1
439,75,1,Preparing the Soil,Use fertile soil with good drainage. Incorporate compost to improve soil fertility.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719029192/be-agriculture/ofjcympnuznkdh4bedvk.png,-,2024-06-22 04:06:35.868,2024-06-22 04:06:35.868,1
440,75,2,Planting Cucumber Seeds,Directly sow cucumber seeds in a sunny location after the danger of frost has passed. Plant seeds 1 cm deep and space them 30 cm apart.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719029193/be-agriculture/j0rtzjkavlbd571fcarw.png,-,2024-06-22 04:06:35.868,2024-06-22 04:06:35.868,2
441,75,3,Cucumber Plant Care,Water the plants regularly to maintain soil moisture.Apply nitrogen-rich fertilizer every 3-4 weeks during the growing season.Trim unnecessary branches to stimulate plant growth.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719029193/be-agriculture/xvpbuyvckrkvrhypi4lv.png,-,2024-06-22 04:06:35.868,2024-06-22 04:06:35.868,3
442,75,4,Harvesting Cucumbers,Harvest cucumbers when they reach the desired size by cutting the stem below the fruit.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719029194/be-agriculture/dloog1q0jhujkiivmlgh.png,-,2024-06-22 04:06:35.868,2024-06-22 04:06:35.868,4
443,76,1,Preparating the Soil,Use well-draining soil with a pH between 6.0 and 7.5. Incorporate organic matter like compost for nutrients.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719029385/be-agriculture/wvnno9yxynucffvfdno2.png,-,2024-06-22 04:09:49.653,2024-06-22 04:09:49.653,1
444,76,2,Planting Geranium Seeds,"Start geranium seeds indoors 10-12 weeks before the last frost date. Sow seeds in a seed-starting mix, lightly covering them with soil.",https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719029386/be-agriculture/bceel0o2adcxc2hyqu7j.png,-,2024-06-22 04:09:49.653,2024-06-22 04:09:49.653,2
445,76,3,Geranium Plant Care,"Water geraniums deeply once a week, allowing the soil to dry slightly between watering.Apply a balanced fertilizer every 4-6 weeks during the growing season to promote continuous flowering.Remove spent blooms regularly to encourage new flower production.",https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719029387/be-agriculture/nw8qaodi8qyoxtbqogau.png,-,2024-06-22 04:09:49.653,2024-06-22 04:09:49.653,3
446,76,4,Geranium Harvest,Harvest geranium blooms as needed by cutting the stems just above a pair of leaves. Use the harvested flowers in arrangements or as decorative accents.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719029387/be-agriculture/fl78v6dfuuvnbieuakjh.png,-,2024-06-22 04:09:49.653,2024-06-22 04:09:49.653,4
459,61,1,Apaya,enaknya apa,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719030175/be-agriculture/fynro1zklmozxgvzn9xv.jpg,-,2024-06-22 04:22:57.716,2024-06-22 04:22:57.716,3
460,108,1,...,..,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719030229/be-agriculture/vllqzsjaeazryywypxln.jpg,-,2024-06-22 04:23:50.437,2024-06-22 04:23:50.437,1
461,64,1,Preparing the Garden Bed,Use well-draining soil with a neutral pH. Mix in compost to enrich the soil.  ,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719056553/be-agriculture/bno6wsyy9b0fvjy1na26.png,-,2024-06-22 11:42:36.843,2024-06-22 11:42:36.843,1
462,64,2,Sowing Basil Seeds,Direct sow basil seeds outdoors after the last frost or start seeds indoors 4 weeks before the last frost.  ,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719056554/be-agriculture/ggrqauw1pynnwp5yebqx.png,-,2024-06-22 11:42:36.843,2024-06-22 11:42:36.843,2
463,64,3,Basil Plant Maintenance,"Keep the soil consistently moist, but not waterlogged.  Use a liquid fertilizer every 2-3 weeks.  ",https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719056554/be-agriculture/uofi9caac90aonrjgyn3.png,-,2024-06-22 11:42:36.843,2024-06-22 11:42:36.843,3
464,64,4,Harvesting Basil,"Pinch off leaves as needed, starting from the top of the plant to encourage bushy growth.  ",https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719056555/be-agriculture/qmsdbl7gvg6rsiwyqj67.png,-,2024-06-22 11:42:36.843,2024-06-22 11:42:36.843,4
465,63,1,Preparing the Bed,Ensure the soil is well-draining and slightly alkaline. Amend with sand or gravel if needed.  ,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719056641/be-agriculture/cq47wf6jcwvrohfod5lz.png,-,2024-06-22 11:44:05.137,2024-06-22 11:44:05.137,1
466,63,2,Planting Lavender Seeds, Sow lavender seeds indoors 8-10 weeks before the last frost. Transplant seedlings to a sunny spot with good air circulation.  ,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719056641/be-agriculture/ef0x0lorhlgozksieppj.png,-,2024-06-22 11:44:05.137,2024-06-22 11:44:05.137,2
467,63,3,Caring for Lavender Plants,Water sparingly as lavender prefers dry conditions.  Prune back in the spring to encourage bushy growth and more flowers.  ,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719056642/be-agriculture/leqcqqdwndrhqx0kbcpz.png,-,2024-06-22 11:44:05.137,2024-06-22 11:44:05.137,3
468,63,4,Harvesting Lavender,Harvest lavender flowers just as the buds open. Cut stems early in the morning after the dew has dried. ,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719056643/be-agriculture/v5ylfvp9qeycsble6ble.png,-,2024-06-22 11:44:05.137,2024-06-22 11:44:05.137,4
469,62,1,Initial Soil Testing,"Before planting, test the soil pH and nutrient levels. Tomatoes thrive in slightly acidic soil with a pH of 6.0-6.8. Adjust soil pH if necessary using lime to raise it or sulfur to lower it.",https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719056893/be-agriculture/ws5ccaywwkk0unmhwean.png,-,2024-06-22 11:48:22.349,2024-06-22 11:48:22.349,1
470,62,2,Adding Organic Matter,Incorporate well-rotted manure or organic compost into the soil to enhance its nutrient content and structure. Spread a 5-10 cm layer of compost over the soil and work it in to a depth of 30 cm.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719056894/be-agriculture/ohi0dzyj5m6nmpblnfnn.png,-,2024-06-22 11:48:22.349,2024-06-22 11:48:22.349,1
471,62,3,Ensuring Good Drainage,"If the garden area has poor drainage, create raised beds or rows to improve water runoff and prevent root rot. Raised beds should be about 15-20 cm high.",https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719056894/be-agriculture/tw7wuufsm1owtsvpocnn.png,-,2024-06-22 11:48:22.349,2024-06-22 11:48:22.349,1
472,62,4,Seedling Trays Preparation,Fill seedling trays or small pots with seed-starting mix. Moisten the mix before sowing the seeds to ensure even hydration.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719056895/be-agriculture/hzall1atz7jupq1bngcx.png,-,2024-06-22 11:48:22.349,2024-06-22 11:48:22.349,2
473,62,5,Sowing Seeds,Sow tomato seeds about 6 mm deep into the seed-starting mix. Plant two seeds per cell and cover lightly with soil. Label each tray with the variety and date.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719056895/be-agriculture/rd468ozp0y6iuzrvtwsp.png,-,2024-06-22 11:48:22.349,2024-06-22 11:48:22.349,2
474,62,6,Providing Optimal Conditions,Place the trays in a warm location with temperatures between 21-24°C. Use a heating mat if necessary. Ensure seedlings receive 14-16 hours of light daily using grow lights if natural light is insufficient.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719056896/be-agriculture/ntgzup1zkhinl6bv1ikv.png,-,2024-06-22 11:48:22.349,2024-06-22 11:48:22.349,2
475,62,7,Mulching,"Apply mulch around the base of tomato plants to retain soil moisture, suppress weeds, and regulate soil temperature. Use straw, grass clippings, or shredded leaves.",https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719056897/be-agriculture/bzgwaktoxoriflerkako.png,-,2024-06-22 11:48:22.349,2024-06-22 11:48:22.349,3
476,62,8,Staking and Training,Stake tomato plants or use cages to provide support. Tie the plants to stakes with soft twine as they grow to keep them upright and prevent branches from breaking.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719056897/be-agriculture/epbe3o3qtyyido05tbcm.png,-,2024-06-22 11:48:22.349,2024-06-22 11:48:22.349,3
477,62,9,Pest and Disease Monitoring,"Regularly inspect plants for signs of pests such as aphids, whiteflies, and diseases like blight. Remove affected leaves and use organic pest control methods when necessary.",https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719056898/be-agriculture/uwbu5yu38c8bgum8p6vq.png,-,2024-06-22 11:48:22.349,2024-06-22 11:48:22.349,3
478,62,10,Identifying Ripeness,Harvest tomatoes when they are fully colored and slightly soft to the touch. The fruit should be easy to detach from the vine with a gentle twist.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719056899/be-agriculture/dwijhwropnsgz8irjqa8.png,-,2024-06-22 11:48:22.349,2024-06-22 11:48:22.349,4
479,62,11,Harvesting Techniques,Use a sharp knife or scissors to cut the fruit from the vine to avoid damaging the plant. Leave a small portion of the stem attached to the tomato.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719056899/be-agriculture/wagwnrz7nu0pe8y9fysc.png,-,2024-06-22 11:48:22.349,2024-06-22 11:48:22.349,4
480,62,12,Post-Harvest Handling, Place harvested tomatoes in a shallow basket or tray to avoid bruising. Store them at room temperature away from direct sunlight to ripen further if needed.,https://res.cloudinary.com/dxrz0cg5z/image/upload/v1719056900/be-agriculture/bezzfs20pafzhaswut2o.png,-,2024-06-22 11:48:22.349,2024-06-22 11:48:22.349,4
